work,title,cdm_types,cdm_type_labels,resource_types,resource_type_labels,eurovoc_concepts,eurovoc_concept_labels,subject_matters,subject_matter_labels,directory_codes,directory_codes_labels,celex_numbers,legal_elis,id_documents,same_as_uris,authors,author_labels,full_ojs,oj_sectors,internal_comments,is_in_force,dates_document,dates_created,legal_dates_entry_into_force,legal_dates_signature,manifs_pdf,manifs_html,pdfs_to_download,htmls_to_download
http://publications.europa.eu/resource/cellar/74ad303e-40d9-11eb-b27b-01aa75ed71a1,Opinion of the European Committee of the Regions – Recovery plan for Europe in response to the COVID-19 pandemic: Recovery and Resilience Facility and Technical Support Instrument,http://publications.europa.eu/ontology/cdm#legislation_secondary| http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/OPIN,Opinion,http://eurovoc.europa.eu/1460| http://eurovoc.europa.eu/1488| http://eurovoc.europa.eu/3400| http://eurovoc.europa.eu/5499| http://eurovoc.europa.eu/5840| http://eurovoc.europa.eu/5844| http://eurovoc.europa.eu/6061| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/862| http://eurovoc.europa.eu/c_814bb9e4,EU aid| EU financial instrument| EU financing arrangements| coronavirus disease| economic and social cohesion| economic recovery| economic reform| epidemic| investment| structural adjustment,http://publications.europa.eu/resource/authority/subject-matter/FIN| http://publications.europa.eu/resource/authority/subject-matter/PECO,Economic policy| Financial provisions,http://publications.europa.eu/resource/authority/fd_555/103020,Instruments of economic policy,52020AR3381,"",celex:52020AR3381| cor:COR-2020-03381| immc:COR-2020-03381| oj:JOC_2020_440_R_0024,http://publications.europa.eu/resource/celex/52020AR3381| http://publications.europa.eu/resource/cor/COR-2020-03381| http://publications.europa.eu/resource/immc/COR-2020-03381| http://publications.europa.eu/resource/oj/JOC_2020_440_R_0024,http://publications.europa.eu/resource/authority/corporate-body/COR| http://publications.europa.eu/resource/authority/corporate-body/COR_ECON,Commission for Economic Policy| European Committee of the Regions,http://publications.europa.eu/resource/cellar/a7f93905-40d2-11eb-b27b-01aa75ed71a1,5,COVID19,"",2020-10-14,"","","",http://publications.europa.eu/resource/cellar/74ad303e-40d9-11eb-b27b-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/74ad303e-40d9-11eb-b27b-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/74ad303e-40d9-11eb-b27b-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/74ad303e-40d9-11eb-b27b-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/75f26e53-d309-11ea-adf7-01aa75ed71a1,Recommendation of the European Central Bank of 27 July 2020 on dividend distributions during the COVID-19 pandemic and repealing Recommendation ECB/2020/19 (ECB/2020/35) 2020/C 251/01,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/RECO,Recommendation,http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/3246| http://eurovoc.europa.eu/5146| http://eurovoc.europa.eu/5362| http://eurovoc.europa.eu/5389| http://eurovoc.europa.eu/837,credit institution| economic situation| epidemic| infectious disease| share| shareholder,http://publications.europa.eu/resource/authority/fd_070/c_adb3ab0f,Capital requirements,http://publications.europa.eu/resource/authority/fd_555/0160,Financial and budgetary provisions,52020HB0035,"",celex:52020HB0035| oj:JOC_2020_251_R_0001,http://publications.europa.eu/resource/celex/52020HB0035| http://publications.europa.eu/resource/oj/JOC_2020_251_R_0001,http://publications.europa.eu/resource/authority/corporate-body/ECB,European Central Bank,http://publications.europa.eu/resource/cellar/bf6e300f-d308-11ea-adf7-01aa75ed71a1,5,COVID19,"",2020-07-27,"","","",http://publications.europa.eu/resource/cellar/75f26e53-d309-11ea-adf7-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/75f26e53-d309-11ea-adf7-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/75f26e53-d309-11ea-adf7-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/75f26e53-d309-11ea-adf7-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/7690474b-a6f0-11ea-bb7a-01aa75ed71a1,,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/CORRIGENDUM| http://publications.europa.eu/resource/authority/resource-type/REG_IMPL,Corrigendum| Implementing regulation,http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/2624| http://eurovoc.europa.eu/276| http://eurovoc.europa.eu/2965| http://eurovoc.europa.eu/3003| http://eurovoc.europa.eu/4288| http://eurovoc.europa.eu/4294| http://eurovoc.europa.eu/4860| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/862,EU aid| aid system| aid to agriculture| butter| epidemic| infectious disease| private stock| storage cost| storage of food| storage premium,"","","","",32020R0597R(01),http://data.europa.eu/eli/reg_impl/2020/597/corrigendum/2020-06-05/oj,celex:32020R0597R(01)| immc:C(2020)3635/1081593| oj:JOL_2020_176_R_0015,http://publications.europa.eu/resource/celex/32020R0597R%2801%29| http://publications.europa.eu/resource/eli/reg_impl/2020/597/corrigendum/2020-06-05/oj| http://publications.europa.eu/resource/oj/JOL_2020_176_R_0015,http://publications.europa.eu/resource/authority/corporate-body/COM| http://publications.europa.eu/resource/authority/corporate-body/DGT,Directorate-General for Translation| European Commission,http://publications.europa.eu/resource/cellar/7e5745f7-a6ed-11ea-bb7a-01aa75ed71a1,3,COVID19| MAN2,"",2020-06-05,"","","","","",/zip,/zip
http://publications.europa.eu/resource/cellar/769234b8-809f-11ea-bf12-01aa75ed71a1,Communication from the Commission COVID-19: Guidance on the implementation of relevant EU provisions in the area of asylum and return procedures and on resettlement 2020/C 126/02,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/NOTICE,Notice,http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/1911| http://eurovoc.europa.eu/3075| http://eurovoc.europa.eu/5597| http://eurovoc.europa.eu/6541| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/c_b0c14f45| http://eurovoc.europa.eu/c_ff638149,EU migration policy| aid to refugees| asylum seeker| epidemic| infectious disease| resettlement of persons| return migration| right of asylum,http://publications.europa.eu/resource/authority/fd_070/ASIL| http://publications.europa.eu/resource/authority/fd_070/SANT,Asylum policy| Public health,http://publications.europa.eu/resource/authority/fd_555/1530| http://publications.europa.eu/resource/authority/fd_555/191030,Asylum policy| Health protection,52020XC0417(07),"",celex:52020XC0417(07)| immc:C(2020)2516/1075290| oj:JOC_2020_126_R_0002,http://publications.europa.eu/resource/celex/52020XC0417%2807%29| http://publications.europa.eu/resource/oj/JOC_2020_126_R_0002,http://publications.europa.eu/resource/authority/corporate-body/COM| http://publications.europa.eu/resource/authority/corporate-body/HOME,Directorate-General for Migration and Home Affairs| European Commission,http://publications.europa.eu/resource/cellar/7d579bdc-8094-11ea-b94a-01aa75ed71a1,5,COVID19,"",2020-04-17,"","","",http://publications.europa.eu/resource/cellar/769234b8-809f-11ea-bf12-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/769234b8-809f-11ea-bf12-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/769234b8-809f-11ea-bf12-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/769234b8-809f-11ea-bf12-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/76fd8a8c-b777-11ea-bb7a-01aa75ed71a1,Commission Statement following the presentation of Commission Directive (EU) 2020/739 to the European Parliament and the Council in respect of the prevention and protection of the health and safety of workers that are or can be occupationally exposed to SARS-CoV-2 2020/C 212/03,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/STAT,Statement,http://eurovoc.europa.eu/1280| http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/2082| http://eurovoc.europa.eu/3730| http://eurovoc.europa.eu/5234| http://eurovoc.europa.eu/5810| http://eurovoc.europa.eu/837,accident prevention| epidemic| health risk| infectious disease| labour standard| occupational health| safety standard,http://publications.europa.eu/resource/authority/fd_070/SANT| http://publications.europa.eu/resource/authority/fd_070/SECU,Public health| Safety at work and elsewhere,http://publications.europa.eu/resource/authority/fd_555/05202010| http://publications.europa.eu/resource/authority/fd_555/1530,Health protection| Safety at work,32020C0626(01),"",celex:32020C0626(01)| oj:JOC_2020_212_R_0003,http://publications.europa.eu/resource/celex/32020C0626%2801%29| http://publications.europa.eu/resource/oj/JOC_2020_212_R_0003,http://publications.europa.eu/resource/authority/corporate-body/COM,European Commission,http://publications.europa.eu/resource/cellar/25a167ba-b776-11ea-bb7a-01aa75ed71a1,3,COVID19| MAN2,"",2020-06-26,"","","",http://publications.europa.eu/resource/cellar/76fd8a8c-b777-11ea-bb7a-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/76fd8a8c-b777-11ea-bb7a-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/76fd8a8c-b777-11ea-bb7a-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/76fd8a8c-b777-11ea-bb7a-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/774d3180-8dd5-11eb-b85c-01aa75ed71a1,Resolution of the European Committee of the Regions on the COVID-19 pandemic vaccination campaign,http://publications.europa.eu/ontology/cdm#legislation_secondary| http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/RES,Resolution,http://eurovoc.europa.eu/4635| http://eurovoc.europa.eu/4636| http://eurovoc.europa.eu/5451| http://eurovoc.europa.eu/5891| http://eurovoc.europa.eu/5916| http://eurovoc.europa.eu/6034| http://eurovoc.europa.eu/6770| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/c_814bb9e4,coronavirus disease| disinformation| drug surveillance| epidemic| market approval| public awareness campaign| regional and local authorities| vaccination| vaccine,http://publications.europa.eu/resource/authority/subject-matter/SANT,Public health,http://publications.europa.eu/resource/authority/fd_555/1530,Health protection,52021XR0519,"",celex:52021XR0519| cor:COR-2021-00519| immc:COR-2021-00519| oj:JOC_2021_106_R_0001,http://publications.europa.eu/resource/celex/52021XR0519| http://publications.europa.eu/resource/cor/COR-2021-00519| http://publications.europa.eu/resource/immc/COR-2021-00519| http://publications.europa.eu/resource/oj/JOC_2021_106_R_0001,http://publications.europa.eu/resource/authority/corporate-body/COR,European Committee of the Regions,http://publications.europa.eu/resource/cellar/3d653cff-8dd4-11eb-b85c-01aa75ed71a1,5,COVID19,"",2021-02-05,"","","",http://publications.europa.eu/resource/cellar/774d3180-8dd5-11eb-b85c-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/774d3180-8dd5-11eb-b85c-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/774d3180-8dd5-11eb-b85c-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/774d3180-8dd5-11eb-b85c-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/77c3d4b7-bb7d-11ea-811c-01aa75ed71a1,Council Recommendation (EU) 2020/912 of 30 June 2020 on the temporary restriction on non-essential travel into the EU and the possible lifting of such restriction,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/RECO,Recommendation,http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/2300| http://eurovoc.europa.eu/3885| http://eurovoc.europa.eu/4767| http://eurovoc.europa.eu/5330| http://eurovoc.europa.eu/5405| http://eurovoc.europa.eu/5540| http://eurovoc.europa.eu/5649| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/c_1c478aa5,EU restrictive measure| Schengen Agreement| border control| epidemic| external border of the EU| infectious disease| internal border of the EU| public health| third country| travel,http://publications.europa.eu/resource/authority/fd_070/ELSJ| http://publications.europa.eu/resource/authority/fd_070/FRON| http://publications.europa.eu/resource/authority/fd_070/SANT,"Area of freedom, security and justice| Border checks| Public health",http://publications.europa.eu/resource/authority/fd_555/1530| http://publications.europa.eu/resource/authority/fd_555/191020,Crossing external borders| Health protection,32020H0912,http://data.europa.eu/eli/reco/2020/912/oj,celex:32020H0912| immc:ST 9208 2020 INIT| oj:JOL_2020_208_I_0001,http://publications.europa.eu/resource/celex/32020H0912| http://publications.europa.eu/resource/eli/reco/2020/912/oj| http://publications.europa.eu/resource/oj/JOL_2020_208_I_0001,http://publications.europa.eu/resource/authority/corporate-body/CONSIL,Council of the European Union,http://publications.europa.eu/resource/cellar/5083080f-bb7a-11ea-811c-01aa75ed71a1,3,COVID19| MAN2,"",2020-06-30,"","","",http://publications.europa.eu/resource/cellar/77c3d4b7-bb7d-11ea-811c-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/77c3d4b7-bb7d-11ea-811c-01aa75ed71a1.0006.02,http://publications.europa.eu/resource/cellar/77c3d4b7-bb7d-11ea-811c-01aa75ed71a1.0006.03/zip,http://publications.europa.eu/resource/cellar/77c3d4b7-bb7d-11ea-811c-01aa75ed71a1.0006.02/zip
http://publications.europa.eu/resource/cellar/77f0f31a-85f6-11ea-bf12-01aa75ed71a1,"Regulation (EU) 2020/561 of the European Parliament and of the Council of 23 April 2020 amending Regulation (EU) 2017/745 on medical devices, as regards the dates of application of certain of its provisions (Text with EEA relevance)",http://publications.europa.eu/ontology/cdm#legislation_secondary| http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/REG,Regulation,http://eurovoc.europa.eu/1596| http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/2081| http://eurovoc.europa.eu/3648| http://eurovoc.europa.eu/3844| http://eurovoc.europa.eu/5233| http://eurovoc.europa.eu/5234| http://eurovoc.europa.eu/5451| http://eurovoc.europa.eu/5726| http://eurovoc.europa.eu/837,EC conformity marking| epidemic| harmonisation of standards| health legislation| infectious disease| market approval| marketing standard| medical device| quality standard| safety standard,http://publications.europa.eu/resource/authority/fd_070/MARI| http://publications.europa.eu/resource/authority/fd_070/SANT,Internal market - Principles| Public health,http://publications.europa.eu/resource/authority/fd_555/152030,Protection of health and safety,32020R0561,http://data.europa.eu/eli/reg/2020/561/oj,celex:32020R0561| eli:reg/2020/561/oj| immc:PE 10 2020 REV 1| oj:JOL_2020_130_R_0004,http://publications.europa.eu/resource/celex/32020R0561| http://publications.europa.eu/resource/eli/reg/2020/561/oj| http://publications.europa.eu/resource/oj/JOL_2020_130_R_0004,http://publications.europa.eu/resource/authority/corporate-body/CONSIL| http://publications.europa.eu/resource/authority/corporate-body/EP,Council of the European Union| European Parliament,http://publications.europa.eu/resource/cellar/fcb9c969-85f4-11ea-bf12-01aa75ed71a1,3,COVID19| MAN2,1,2020-04-23,"",2020-04-24,"",http://publications.europa.eu/resource/cellar/77f0f31a-85f6-11ea-bf12-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/77f0f31a-85f6-11ea-bf12-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/77f0f31a-85f6-11ea-bf12-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/77f0f31a-85f6-11ea-bf12-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/783bd760-6755-11ea-b735-01aa75ed71a1,On the consequences of the COVID-19 outbreak on anti-dumping and anti-subsidy investigations 2020/C 86/06,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/ANNOUNC,Announcements,http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/2300| http://eurovoc.europa.eu/2696| http://eurovoc.europa.eu/2771| http://eurovoc.europa.eu/3191| http://eurovoc.europa.eu/5332| http://eurovoc.europa.eu/6268| http://eurovoc.europa.eu/837,anti-dumping measure| anti-subsidy proceeding| epidemic| import (EU)| infectious disease| originating product| surveillance concerning imports| third country,http://publications.europa.eu/resource/authority/fd_070/DUMP| http://publications.europa.eu/resource/authority/fd_070/SANT,Dumping| Public health,http://publications.europa.eu/resource/authority/fd_555/11604010| http://publications.europa.eu/resource/authority/fd_555/11604020,Anti-dumping measures| Countervailing duties,52020XC0316(02),"",celex:52020XC0316(02)| immc:C(2020)1527/1068945| oj:JOC_2020_086_R_0006,http://publications.europa.eu/resource/celex/52020XC0316%2802%29| http://publications.europa.eu/resource/oj/JOC_2020_086_R_0006,http://publications.europa.eu/resource/authority/corporate-body/COM| http://publications.europa.eu/resource/authority/corporate-body/TRADE,Directorate-General for Trade| European Commission,http://publications.europa.eu/resource/cellar/fa9645c0-6753-11ea-b735-01aa75ed71a1,5,COVID19,"",2020-03-16,"","","",http://publications.europa.eu/resource/cellar/783bd760-6755-11ea-b735-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/783bd760-6755-11ea-b735-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/783bd760-6755-11ea-b735-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/783bd760-6755-11ea-b735-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/7882f4f0-7eda-11ea-aea8-01aa75ed71a1,"Council Regulation (EU) 2020/521 of 14 April 2020 activating the emergency support under Regulation (EU) 2016/369, and amending its provisions taking into account the COVID‐19 outbreak",http://publications.europa.eu/ontology/cdm#legislation_secondary| http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/REG,Regulation,http://eurovoc.europa.eu/1005| http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/5158| http://eurovoc.europa.eu/5283| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/862| http://eurovoc.europa.eu/881,EU Member State| EU aid| EU financing| emergency aid| epidemic| general budget (EU)| infectious disease,http://publications.europa.eu/resource/authority/fd_070/FIN| http://publications.europa.eu/resource/authority/fd_070/SANT,Financial provisions| Public health,http://publications.europa.eu/resource/authority/fd_555/0160| http://publications.europa.eu/resource/authority/fd_555/1530,Financial and budgetary provisions| Health protection,32020R0521,http://data.europa.eu/eli/reg/2020/521/oj,celex:32020R0521| eli:reg/2020/521/oj| immc:ST 7169 2020 INIT| oj:JOL_2020_117_R_0002,http://publications.europa.eu/resource/celex/32020R0521| http://publications.europa.eu/resource/eli/reg/2020/521/oj| http://publications.europa.eu/resource/oj/JOL_2020_117_R_0002,http://publications.europa.eu/resource/authority/corporate-body/CONSIL,Council of the European Union,http://publications.europa.eu/resource/cellar/f31f1e65-7ed8-11ea-aea8-01aa75ed71a1,3,COVID19| MAN2,1,2020-04-14,"",2020-02-01| 2020-04-15,"",http://publications.europa.eu/resource/cellar/7882f4f0-7eda-11ea-aea8-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/7882f4f0-7eda-11ea-aea8-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/7882f4f0-7eda-11ea-aea8-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/7882f4f0-7eda-11ea-aea8-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/79344520-48ae-11eb-b59f-01aa75ed71a1,"Regulation (EU) 2020/2221 of the European Parliament and of the Council of 23 December 2020 amending Regulation (EU) No 1303/2013 as regards additional resources and implementing arrangements to provide assistance for fostering crisis repair in the context of the COVID-19 pandemic and its social consequences and for preparing a green, digital and resilient recovery of the economy (REACT-EU)",http://publications.europa.eu/ontology/cdm#legislation_secondary| http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/REG,Regulation,http://eurovoc.europa.eu/1409| http://eurovoc.europa.eu/1488| http://eurovoc.europa.eu/3400| http://eurovoc.europa.eu/3554| http://eurovoc.europa.eu/438855| http://eurovoc.europa.eu/5283| http://eurovoc.europa.eu/5499| http://eurovoc.europa.eu/5856| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/c_814bb9e4,EU Member State| EU budget| additional resources| allocation of resources| coronavirus disease| distribution of EU funding| economic and social cohesion| economic recovery| epidemic| investment,http://publications.europa.eu/resource/authority/subject-matter/COES,"Economic, social and territorial cohesion",http://publications.europa.eu/resource/authority/fd_555/1450,Coordination of structural instruments,32020R2221,http://data.europa.eu/eli/reg/2020/2221/oj,celex:32020R2221| eli:reg/2020/2221/oj| oj:JOL_2020_437_R_0002,http://publications.europa.eu/resource/celex/32020R2221| http://publications.europa.eu/resource/eli/reg/2020/2221/oj| http://publications.europa.eu/resource/oj/JOL_2020_437_R_0002,http://publications.europa.eu/resource/authority/corporate-body/CONSIL| http://publications.europa.eu/resource/authority/corporate-body/EP,Council of the European Union| European Parliament,http://publications.europa.eu/resource/cellar/84956fc7-48ad-11eb-b59f-01aa75ed71a1,3,COVID19| MAN2,1,2020-12-23,"",2020-12-29,"",http://publications.europa.eu/resource/cellar/79344520-48ae-11eb-b59f-01aa75ed71a1.0006.01,http://publications.europa.eu/resource/cellar/79344520-48ae-11eb-b59f-01aa75ed71a1.0006.03,http://publications.europa.eu/resource/cellar/79344520-48ae-11eb-b59f-01aa75ed71a1.0006.01/zip,http://publications.europa.eu/resource/cellar/79344520-48ae-11eb-b59f-01aa75ed71a1.0006.03/zip
http://publications.europa.eu/resource/cellar/7986900f-8aa5-11ea-812f-01aa75ed71a1,,http://publications.europa.eu/ontology/cdm#resource_legal| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/CORRIGENDUM| http://publications.europa.eu/resource/authority/resource-type/NOTICE,Corrigendum| Notice,http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/2317| http://eurovoc.europa.eu/2367| http://eurovoc.europa.eu/3299| http://eurovoc.europa.eu/3813| http://eurovoc.europa.eu/4025| http://eurovoc.europa.eu/5283| http://eurovoc.europa.eu/5618| http://eurovoc.europa.eu/5764| http://eurovoc.europa.eu/837,EU Member State| European Economic Area| epidemic| infectious disease| medicinal product| organisation of health care| pharmacology| security of supply| shortage| single market,"","","","",52020XC0408(03)R(01),"",celex:52020XC0408(03)R(01)| immc:C(2020)2820/1077663| oj:JOC_2020_142_R_0005,http://publications.europa.eu/resource/celex/52020XC0408%2803%29R%2801%29| http://publications.europa.eu/resource/oj/JOC_2020_142_R_0005,http://publications.europa.eu/resource/authority/corporate-body/COM| http://publications.europa.eu/resource/authority/corporate-body/DGT,Directorate-General for Translation| European Commission,http://publications.europa.eu/resource/cellar/396aee39-8aa4-11ea-812f-01aa75ed71a1,5,COVID19,"",2020-04-30,"","","","","",/zip,/zip
http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1,Proposal for a COUNCIL RECOMMENDATION on a coordinated approach to the restriction of free movement in response to the COVID-19 pandemic,http://publications.europa.eu/ontology/cdm#act_preparatory| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/PROP_RECO,Proposal for a recommendation,http://eurovoc.europa.eu/1633| http://eurovoc.europa.eu/1634| http://eurovoc.europa.eu/1759| http://eurovoc.europa.eu/1854| http://eurovoc.europa.eu/3885| http://eurovoc.europa.eu/5330| http://eurovoc.europa.eu/5540| http://eurovoc.europa.eu/5956| http://eurovoc.europa.eu/837,border control| disease prevention| epidemic| free movement of persons| free movement of workers| infectious disease| internal border of the EU| public health| traveller,http://publications.europa.eu/resource/authority/fd_070/LCP| http://publications.europa.eu/resource/authority/fd_070/SANT,Free movement of persons| Public health,http://publications.europa.eu/resource/authority/fd_555/1530| http://publications.europa.eu/resource/authority/fd_555/1910,Free movement of persons| Health protection,52020DC0499,"",celex:52020DC0499| comnat:COM_2020_0499_FIN| immc:COM(2020)499 final,http://publications.europa.eu/resource/celex/52020DC0499| http://publications.europa.eu/resource/comnat/COM_2020_0499_FIN| http://publications.europa.eu/resource/immc/COM%282020%29499%20final,http://publications.europa.eu/resource/authority/corporate-body/COM| http://publications.europa.eu/resource/authority/corporate-body/JUST,Directorate-General for Justice and Consumers| European Commission,"",5,COVID19,"",2020-09-04,"","","",http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.02,http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.03,http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.02/zip,http://publications.europa.eu/resource/cellar/79df11c3-eea8-11ea-991b-01aa75ed71a1.0001.03/zip
http://publications.europa.eu/resource/cellar/7a0d6c68-5f04-11eb-b487-01aa75ed71a1,"Proposal for a COUNCIL RECOMMENDATION on the temporary restriction on non-essential travel into the EU and the possible lifting of such restriction, amending Council Recommendation 2020/912",http://publications.europa.eu/ontology/cdm#act_preparatory| http://publications.europa.eu/ontology/cdm#work,"",http://publications.europa.eu/resource/authority/resource-type/PROP_RECO,Proposal for a recommendation,http://eurovoc.europa.eu/2300| http://eurovoc.europa.eu/3885| http://eurovoc.europa.eu/4767| http://eurovoc.europa.eu/5330| http://eurovoc.europa.eu/5405| http://eurovoc.europa.eu/5540| http://eurovoc.europa.eu/5649| http://eurovoc.europa.eu/837| http://eurovoc.europa.eu/c_1c478aa5| http://eurovoc.europa.eu/c_814bb9e4,EU restrictive measure| Schengen Agreement| border control| coronavirus disease| epidemic| external border of the EU| internal border of the EU| public health| third country| travel,"","",http://publications.europa.eu/resource/authority/fd_555/1530| http://publications.europa.eu/resource/authority/fd_555/191020,Crossing external borders| Health protection,52021DC0039,"",celex:52021DC0039| comnat:COM_2021_0039_FIN| immc:COM(2021)39 final,http://publications.europa.eu/resource/celex/52021DC0039| http://publications.europa.eu/resource/comnat/COM_2021_0039_FIN| http://publications.europa.eu/resource/immc/COM%282021%2939%20final,http://publications.europa.eu/resource/authority/corporate-body/COM| http://publications.europa.eu/resource/authority/corporate-body/HOME,Directorate-General for Migration and Home Affairs| European Commission,"",5,COVID19,"",2021-01-25,"","","",http://publications.europa.eu/resource/cellar/7a0d6c68-5f04-11eb-b487-01aa75ed71a1.0001.02,http://publications.europa.eu/resource/cellar/7a0d6c68-5f04-11eb-b487-01aa75ed71a1.0001.03,http://publications.europa.eu/resource/cellar/7a0d6c68-5f04-11eb-b487-01aa75ed71a1.0001.02/zip,http://publications.europa.eu/resource/cellar/7a0d6c68-5f04-11eb-b487-01aa75ed71a1.0001.03/zip
